,TARGET(PRICE_IN_LACS)
14069,35.0
14070,110.0
14071,70.0
14072,33.0
14073,55.0
14074,20.0
14075,150.0
14076,99.0
14077,68.5
14078,700.0
14079,88.0
14080,87.0
14081,53.5
14082,120.0
14083,27.0
14084,69.6
14085,150.0
14086,91.5
14087,51.0
14088,34.0
14089,110.0
14090,140.0
14091,75.0
14092,40.0
14093,170.0
14094,24.2
14095,31.7
14096,95.6
14097,19.0
14098,45.0
14099,16.0
14100,80.0
14101,20.0
14102,32.0
14103,31.0
14104,160.0
14105,160.0
14106,36.0
14107,35.0
14108,24.0
14109,28.0
14110,80.0
14111,100.0
14112,46.0
14113,45.0
14114,310.0
14115,70.0
14116,13.0
14117,44.9
14118,34.0
14119,76.5
14120,17.0
14121,84.9
14122,29.0
14123,59.0
14124,65.0
14125,60.9
14126,24.0
14127,110.0
14128,180.0
14129,74.0
14130,100.0
14131,120.0
14132,13.0
14133,26.0
14134,34.0
14135,70.0
14136,85.0
14137,17.1
14138,65.0
14139,25.0
14140,8800.0
14141,37.0
14142,15.5
14143,30.0
14144,35.2
14145,170.0
14146,65.0
14147,32.0
14148,39.7
14149,36.0
14150,130.0
14151,87.4
14152,28.0
14153,140.0
14154,45.0
14155,24.0
14156,68.0
14157,45.0
14158,55.0
14159,40.0
14160,53.0
14161,84.0
14162,53.0
14163,37.0
14164,28.0
14165,54.0
14166,67.2
14167,220.0
14168,230.0
14169,27.9
14170,70.0
14171,50.0
14172,100.0
14173,14.5
14174,120.0
14175,100.0
14176,100.0
14177,42.0
14178,68.0
14179,55.0
14180,12.0
14181,70.0
14182,39.75
14183,92.0
14184,25.0
14185,48.0
14186,39.0
14187,95.0
14188,140.0
14189,38.9
14190,130.0
14191,63.9
14192,250.0
14193,110.0
14194,50.0
14195,9600.0
14196,100.0
14197,34.0
14198,65.0
14199,56.0
14200,240.0
14201,33.0
14202,110.0
14203,46.0
14204,27.0
14205,110.0
14206,1400.0
14207,51.8
14208,34.0
14209,80.5
14210,76.7
14211,33.0
14212,170.0
14213,98.0
14214,380.0
14215,93.0
14216,57.7
14217,68.0
14218,28.5
14219,22.0
14220,100.0
14221,75.0
14222,40.0
14223,21.0
14224,50.0
14225,32.0
14226,75.0
14227,33.5
14228,110.0
14229,45.0
14230,75.0
14231,41.4
14232,41.0
14233,95.0
14234,32.0
14235,45.0
14236,60.0
14237,40.5
14238,260.0
14239,130.0
14240,21.5
14241,650.0
14242,93.5
14243,33.0
14244,110.0
14245,35.2
14246,50.0
14247,65.0
14248,47.0
14249,130.0
14250,42.5
14251,49.0
14252,61.0
14253,110.0
14254,48.0
14255,120.0
14256,25.0
14257,58.5
14258,60.0
14259,140.0
14260,55.0
14261,37.9
14262,23.0
14263,24.5
14264,7.6
14265,15.9
14266,45.0
14267,30.0
14268,50.0
14269,40.0
14270,17.3
14271,470.0
14272,42.0
14273,120.0
14274,37.5
14275,87.9
14276,21.7
14277,22.5
14278,84.9
14279,54.5
14280,92.0
14281,100.0
14282,50.0
14283,85.0
14284,90.0
14285,170.0
14286,72.0
14287,55.0
14288,91.0
14289,57.0
14290,42.0
14291,150.0
14292,70.5
14293,27.0
14294,50.0
14295,360.0
14296,93.0
14297,92.0
14298,150.0
14299,330.0
14300,370.0
14301,85.0
14302,25.0
14303,76.0
14304,67.5
14305,57.0
14306,72.0
14307,27.5
14308,150.0
14309,31.0
14310,80.0
14311,56.6
14312,110.0
14313,85.0
14314,120.0
14315,22.0
14316,210.0
14317,230.0
14318,210.0
14319,70.0
14320,35.0
14321,23.0
14322,32.0
14323,220.0
14324,36.0
14325,150.0
14326,55.0
14327,80.0
14328,40.0
14329,57.0
14330,130.0
14331,50.0
14332,13.0
14333,55.0
14334,160.0
14335,42.0
14336,78.0
14337,29.0
14338,140.0
14339,24.8
14340,270.0
14341,40.0
14342,36.0
14343,220.0
14344,30.0
14345,23.0
14346,88.0
14347,57.0
14348,180.0
14349,51.4
14350,22.0
14351,18.0
14352,120.0
14353,13.6
14354,140.0
14355,100.0
14356,160.0
14357,200.0
14358,130.0
14359,98.0
14360,120.0
14361,40.0
14362,94.0
14363,250.0
14364,40.0
14365,68.0
14366,110.0
14367,47.0
14368,60.0
14369,51.0
14370,300.0
14371,600.0
14372,120.0
14373,16.0
14374,44.0
14375,65.0
14376,82.0
14377,20.0
14378,41.0
14379,160.0
14380,97.5
14381,87.0
14382,84.0
14383,15.0
14384,80.5
14385,55.0
14386,32.0
14387,32.0
14388,45.0
14389,17.0
14390,350.0
14391,54.0
14392,61.5
14393,40.0
14394,75.0
14395,70.0
14396,80.0
14397,70.0
14398,18.0
14399,25.0
14400,50.0
14401,90.0
14402,50.0
14403,30.0
14404,88.0
14405,290.0
14406,57.0
14407,74.0
14408,100.0
14409,39.0
14410,87.0
14411,15.0
14412,48.6
14413,54.0
14414,24.8
14415,15.0
14416,60.0
14417,65.0
14418,120.0
14419,15.0
14420,22.0
14421,100.0
14422,1750.0
14423,24.1
14424,100.0
14425,120.0
14426,25.0
14427,110.0
14428,150.0
14429,22.0
14430,55.0
14431,47.0
14432,200.0
14433,69.0
14434,60.0
14435,240.0
14436,120.0
14437,32.0
14438,58.5
14439,22.5
14440,55.0
14441,180.0
14442,95.0
14443,80.0
14444,23.7
14445,36.0
14446,55.0
14447,19.0
14448,96.0
14449,62.5
14450,280.0
14451,110.0
14452,60.0
14453,85.0
14454,45.0
14455,300.0
14456,38.1
14457,26.9
14458,70.0
14459,600.0
14460,92.0
14461,32.0
14462,220.0
14463,160.0
14464,110.0
14465,800.0
14466,17.0
14467,160.0
14468,52.0
14469,42.0
14470,89.0
14471,69.6
14472,60.0
14473,68.4
14474,57.0
14475,160.0
14476,87.0
14477,120.0
14478,26.5
14479,210.0
14480,32.0
14481,230.0
14482,35.0
14483,19.0
14484,52.0
14485,160.0
14486,65.0
14487,27.0
14488,28.2
14489,130.0
14490,37.0
14491,220.0
14492,66.0
14493,19.0
14494,45.0
14495,67.0
14496,63.0
14497,43.0
14498,84.0
14499,95.0
14500,150.0
14501,19.9
14502,140.0
14503,83.0
14504,300.0
14505,300.0
14506,130.0
14507,42.0
14508,45.8
14509,40.6
14510,65.0
14511,53.3
14512,520.0
14513,180.0
14514,99.0
14515,25.0
14516,100.0
14517,90.0
14518,49.0
14519,9800.0
14520,14.0
14521,50.0
14522,55.0
14523,210.0
14524,48.0
14525,18.0
14526,70.0
14527,65.0
14528,71.0
14529,120.0
14530,510.0
14531,160.0
14532,25.0
14533,60.2
14534,140.0
14535,62.2
14536,25.0
14537,250.0
14538,75.0
14539,57.1
14540,78.0
14541,110.0
14542,59.3
14543,230.0
14544,160.0
14545,35.0
14546,95.0
14547,99.0
14548,65.0
14549,66.5
14550,47.5
14551,73.9
14552,130.0
14553,35.0
14554,180.0
14555,50.0
14556,33.5
14557,75.0
14558,36.0
14559,50.6
14560,55.0
14561,78.0
14562,75.0
14563,32.6
14564,86.0
14565,38.0
14566,42.0
14567,2050.0
14568,47.5
14569,25.0
14570,16.9
14571,160.0
14572,75.0
14573,23.0
14574,73.0
14575,80.0
14576,130.0
14577,60.0
14578,41.3
14579,80.0
14580,48.5
14581,130.0
14582,45.0
14583,57.8
14584,35.0
14585,87.0
14586,36.9
14587,90.0
14588,40.5
14589,160.0
14590,41.0
14591,350.0
14592,100.0
14593,130.0
14594,44.1
14595,980.0
14596,58.0
14597,35.9
14598,38.0
14599,43.0
14600,180.0
14601,44.9
14602,82.0
14603,58.0
14604,75.0
14605,35.0
14606,40.0
14607,32.0
14608,31.5
14609,69.6
14610,14.0
14611,40.0
14612,22.0
14613,120.0
14614,230.0
14615,32.0
14616,37.0
14617,130.0
14618,230.0
14619,39.0
14620,56.0
14621,98.0
14622,14.0
14623,14.8
14624,61.0
14625,27.0
14626,24.9
14627,50.2
14628,79.0
14629,72.0
14630,46.0
14631,99.9
14632,90.0
14633,27.0
14634,36.3
14635,100.0
14636,88.0
14637,21.0
14638,56.6
14639,23.0
14640,52.0
14641,160.0
14642,130.0
14643,75.0
14644,95.0
14645,65.0
14646,70.0
14647,64.0
14648,120.0
14649,18.0
14650,33.6
14651,160.0
14652,36.5
14653,13.0
14654,51.5
14655,60.0
14656,89.0
14657,17.9
14658,56.0
14659,32.0
14660,470.0
14661,63.1
14662,100.0
14663,29.0
14664,39.0
14665,55.0
14666,85.0
14667,63.0
14668,49.7
14669,30.0
14670,180.0
14671,88.9
14672,58.0
14673,300.0
14674,87.0
14675,70.0
14676,46.0
14677,95.0
14678,23.0
14679,39.9
14680,90.0
14681,55.0
14682,85.0
14683,23.0
14684,140.0
14685,38.0
14686,55.0
14687,40.0
14688,46.0
14689,29.6
14690,130.0
14691,37.5
14692,72.2
14693,130.0
14694,85.0
14695,15.0
14696,50.0
14697,23.0
14698,70.0
14699,450.0
14700,46.0
14701,22.5
14702,40.0
14703,80.0
14704,45.0
14705,43.0
14706,35.0
14707,45.0
14708,43.0
14709,55.0
14710,87.0
14711,35.5
14712,130.0
14713,67.7
14714,100.0
14715,21.0
14716,80.0
14717,79.0
14718,38.0
14719,30.0
14720,18.0
14721,31.9
14722,85.0
14723,180.0
14724,67.0
14725,49.7
14726,45.0
14727,62.0
14728,45.0
14729,23.0
14730,52.0
14731,80.0
14732,95.0
14733,53.0
14734,170.0
14735,25.0
14736,160.0
14737,55.0
14738,170.0
14739,58.0
14740,95.0
14741,97.5
14742,62.0
14743,110.0
14744,200.0
14745,59.0
14746,58.6
14747,65.7
14748,21.0
14749,40.0
14750,120.0
14751,25.0
14752,35.0
14753,34.2
14754,24.5
14755,22.0
14756,120.0
14757,300.0
14758,160.0
14759,44.0
14760,220.0
14761,26.0
14762,68.5
14763,720.0
14764,51.0
14765,18.5
14766,150.0
14767,48.0
14768,38.0
14769,29.9
14770,190.0
14771,330.0
14772,55.0
14773,26.8
14774,39.9
14775,46.5
14776,38.0
14777,38.0
14778,22.0
14779,29.0
14780,30.0
14781,90.0
14782,25.8
14783,65.0
14784,230.0
14785,67.0
14786,32.6
14787,28.0
14788,370.0
14789,44.5
14790,17.0
14791,110.0
14792,42.0
14793,35.5
14794,47.9
14795,18.0
14796,30.0
14797,320.0
14798,88.0
14799,110.0
14800,14.5
14801,150.0
14802,110.0
14803,75.0
14804,120.0
14805,55.0
14806,40.0
14807,48.0
14808,60.0
14809,44.0
14810,24.0
14811,200.0
14812,20.0
14813,69.0
14814,430.0
14815,52.0
14816,56.0
14817,80.0
14818,36.0
14819,95.0
14820,75.0
14821,210.0
14822,320.0
14823,55.0
14824,76.0
14825,49.0
14826,100.0
14827,82.0
14828,16.4
14829,25.0
14830,67.0
14831,160.0
14832,55.0
14833,74.9
14834,26.5
14835,9.3
14836,36.0
14837,130.0
14838,12.5
14839,16.0
14840,63.0
14841,250.0
14842,31.4
14843,300.0
14844,95.0
14845,240.0
14846,23.0
14847,68.0
14848,130.0
14849,50.0
14850,50.4
14851,95.0
14852,75.0
14853,21.0
14854,200.0
14855,650.0
14856,55.0
14857,13.0
14858,250.0
14859,22.0
14860,75.0
14861,24.0
14862,86.0
14863,68.2
14864,110.0
14865,110.0
14866,130.0
14867,62.0
14868,20.3
14869,420.0
14870,85.0
14871,140.0
14872,92.0
14873,54.0
14874,40.0
14875,300.0
14876,140.0
14877,65.0
14878,41.3
14879,77.5
14880,70.0
14881,25.0
14882,70.0
14883,50.1
14884,220.0
14885,170.0
14886,51.4
14887,280.0
14888,22.4
14889,27.0
14890,210.0
14891,120.0
14892,95.0
14893,150.0
14894,130.0
14895,120.0
14896,120.0
14897,100.0
14898,22.0
14899,75.0
14900,47.3
14901,110.0
14902,230.0
14903,54.0
14904,180.0
14905,27.0
14906,55.0
14907,62.0
14908,2550.0
14909,650.0
14910,18.0
14911,160.0
14912,35.0
14913,72.0
14914,100.0
14915,38.0
14916,42.5
14917,85.0
14918,130.0
14919,390.0
14920,100.0
14921,76.0
14922,43.0
14923,34.0
14924,24.0
14925,42.5
14926,160.0
14927,220.0
14928,20.0
14929,90.0
14930,49.5
14931,100.0
14932,72.0
14933,110.0
14934,54.9
14935,27.0
14936,270.0
14937,150.0
14938,100.0
14939,95.0
14940,61.2
14941,43.0
14942,60.0
14943,45.0
14944,60.3
14945,55.0
14946,60.0
14947,19.2
14948,38.3
14949,48.0
14950,30.0
14951,40.8
14952,16.5
14953,35.0
14954,110.0
14955,45.0
14956,33.1
14957,63.0
14958,200.0
14959,35.0
14960,75.0
14961,45.0
14962,87.3
14963,150.0
14964,57.6
14965,39.0
14966,81.6
14967,80.0
14968,55.8
14969,100.0
14970,27.0
14971,120.0
14972,95.0
14973,30.0
14974,35.0
14975,27.0
14976,70.0
14977,41.0
14978,71.0
14979,25.0
14980,20.0
14981,240.0
14982,120.0
14983,37.0
14984,210.0
14985,39.0
14986,220.0
14987,560.0
14988,93.5
14989,65.0
14990,75.0
14991,150.0
14992,95.0
14993,46.0
14994,55.0
14995,77.0
14996,150.0
14997,58.0
14998,51.0
14999,150.0
15000,54.0
15001,14.0
15002,68.0
15003,86.0
15004,31.9
15005,180.0
15006,93.0
15007,100.0
15008,1200.0
15009,32.5
15010,570.0
15011,230.0
15012,14.9
15013,75.0
15014,75.0
15015,87.0
15016,94.0
15017,62.0
15018,56.0
15019,67.2
15020,23.5
15021,90.0
15022,110.0
15023,68.0
15024,49.2
15025,41.9
15026,220.0
15027,82.0
15028,21.0
15029,14.7
15030,52.0
15031,55.0
15032,26.0
15033,120.0
15034,77.4
15035,25.0
15036,45.0
15037,27.3
15038,67.0
15039,45.0
15040,41.0
15041,70.0
15042,78.5
15043,51.0
15044,14.7
15045,42.0
15046,43.0
15047,45.0
15048,290.0
15049,55.0
15050,98.0
15051,150.0
15052,75.0
15053,520.0
15054,85.0
15055,130.0
15056,260.0
15057,280.0
15058,30.5
15059,52.0
15060,370.0
15061,35.7
15062,29.0
15063,99.0
15064,270.0
15065,41.0
15066,92.0
15067,47.5
15068,160.0
15069,72.0
15070,65.0
15071,14.0
15072,43.9
15073,16.5
15074,12.0
15075,15.0
15076,21.0
15077,26.5
15078,23.2
15079,74.7
15080,80.0
15081,120.0
15082,65.0
15083,140.0
15084,64.0
15085,11.0
15086,180.0
15087,170.0
15088,45.0
15089,56.0
15090,120.0
15091,20.5
15092,30.7
15093,23.0
15094,110.0
15095,220.0
15096,220.0
15097,42.0
15098,35.0
15099,140.0
15100,59.9
15101,180.0
15102,55.8
15103,68.0
15104,65.0
15105,32.0
15106,76.0
15107,11.0
15108,53.4
15109,130.0
15110,59.0
15111,170.0
15112,63.9
15113,160.0
15114,140.0
15115,56.0
15116,38.5
15117,70.0
15118,80.0
15119,40.5
15120,55.3
15121,38.0
15122,15.0
15123,55.4
15124,26.0
15125,69.0
15126,52.9
15127,74.0
15128,80.0
15129,69.0
15130,66.6
15131,50.0
15132,30.5
15133,160.0
15134,68.2
15135,60.5
15136,40.0
15137,57.0
15138,45.0
15139,130.0
15140,54.0
15141,36.0
15142,65.0
15143,34.0
15144,30.5
15145,24.6
15146,41.0
15147,28.4
15148,43.0
15149,50.0
15150,250.0
15151,70.0
15152,27.3
15153,110.0
15154,49.2
15155,57.1
15156,190.0
15157,84.0
15158,110.0
15159,45.0
15160,85.0
15161,33.4
15162,29.0
15163,35.0
15164,35.0
15165,12.2
15166,60.0
15167,130.0
15168,65.0
15169,61.0
15170,130.0
15171,32.0
15172,62.0
15173,100.0
15174,35.0
15175,44.87
15176,33.9
15177,31.0
15178,160.0
15179,61.0
15180,130.0
15181,58.5
15182,55.0
15183,89.0
15184,31.0
15185,400.0
15186,130.0
15187,73.0
15188,210.0
15189,250.0
15190,100.0
15191,53.0
15192,170.0
15193,90.0
15194,28.9
15195,90.0
15196,47.0
15197,75.0
15198,76.0
15199,47.0
15200,160.0
15201,55.0
15202,65.0
15203,90.0
15204,35.0
15205,64.0
15206,40.0
15207,54.0
15208,86.8
15209,32.5
15210,43.0
15211,22.5
15212,620.0
15213,770.0
15214,51.0
15215,120.0
15216,70.0
15217,200.0
15218,57.0
15219,65.0
15220,110.0
15221,45.0
15222,56.0
15223,37.0
15224,3200.0
15225,9790.0
15226,58.4
15227,42.0
15228,41.9
15229,85.0
15230,40.0
15231,59.0
15232,51.0
15233,100.0
15234,110.0
15235,77.0
15236,36.0
15237,220.0
15238,70.0
15239,120.0
15240,340.0
15241,95.0
15242,70.0
15243,75.0
15244,80.0
15245,20.5
15246,16.7
15247,45.0
15248,69.7
15249,75.0
15250,16.0
15251,1000.0
15252,22.0
15253,87.0
15254,47.0
15255,150.0
15256,12.5
15257,22.5
15258,25.0
15259,160.0
15260,260.0
15261,68.0
15262,28.0
15263,40.0
15264,98.0
15265,64.0
15266,19.5
15267,100.0
15268,110.0
15269,150.0
15270,43.0
15271,63.8
15272,69.0
15273,35.0
15274,140.0
15275,66.5
15276,48.0
15277,58.0
15278,43.4
15279,130.0
15280,75.0
15281,80.0
15282,89.0
15283,44.8
15284,100.0
15285,18.0
15286,40.5
15287,110.0
15288,25.0
15289,58.0
15290,29.0
15291,32.0
15292,67.5
15293,110.0
15294,20.0
15295,55.0
15296,49.0
15297,88.0
15298,170.0
15299,250.0
15300,54.0
15301,52.0
15302,75.0
15303,42.0
15304,82.5
15305,50.0
15306,35.0
15307,60.0
15308,44.0
15309,85.0
15310,49.5
15311,150.0
15312,36.0
15313,37.3
15314,4.0
15315,35.0
15316,340.0
15317,80.0
15318,120.0
15319,86.0
15320,100.0
15321,64.0
15322,35.0
15323,66.0
15324,45.0
15325,14.9
15326,46.6
15327,60.0
15328,60.0
15329,19.5
15330,160.0
15331,52.0
15332,250.0
15333,370.0
15334,38.0
15335,50.2
15336,61.0
15337,62.2
15338,14.5
15339,63.0
15340,48.5
15341,37.0
15342,36.0
15343,170.0
15344,48.0
15345,13.5
15346,69.0
15347,41.9
15348,62.0
15349,31.0
15350,29.0
15351,53.0
15352,25.0
15353,28.1
15354,55.3
15355,150.0
15356,33.9
15357,70.0
15358,80.0
15359,120.0
15360,43.0
15361,67.0
15362,520.0
15363,370.0
15364,19.0
15365,78.0
15366,69.0
15367,92.0
15368,28.0
15369,45.0
15370,50.0
15371,300.0
15372,55.0
15373,65.0
15374,55.0
15375,42.0
15376,55.0
15377,72.5
15378,80.0
15379,14.3
15380,45.0
15381,68.0
15382,280.0
15383,97.2
15384,65.0
15385,98.0
15386,48.0
15387,59.0
15388,25.7
15389,42.0
15390,110.0
15391,370.0
15392,130.0
15393,22.0
15394,380.0
15395,25.0
15396,71.0
15397,25.0
15398,160.0
15399,9.5
15400,260.0
15401,47.0
15402,63.9
15403,37.0
15404,150.0
15405,83.5
15406,330.0
15407,120.0
15408,40.5
15409,50.0
15410,42.4
15411,65.0
15412,36.0
15413,13.9
15414,49.5
15415,46.0
15416,85.0
15417,930.0
15418,170.0
15419,37.0
15420,38.0
15421,65.0
15422,71.5
15423,85.0
15424,32.9
15425,190.0
15426,65.0
15427,57.0
15428,170.0
15429,120.0
15430,60.0
15431,18.0
15432,38.0
15433,95.0
15434,51.0
15435,13.0
15436,110.0
15437,35.0
15438,51.8
15439,520.0
15440,34.5
15441,30.0
15442,43.0
15443,87.0
15444,160.0
15445,42.0
15446,40.0
15447,62.9
15448,130.0
15449,70.0
15450,98.0
15451,50.0
15452,46.0
15453,240.0
15454,120.0
15455,35.0
15456,50.0
15457,24.0
15458,31.0
15459,64.0
15460,6500.0
15461,100.0
15462,23.4
15463,42.9
15464,80.0
15465,46.0
15466,16.0
15467,25.8
15468,76.0
15469,1050.0
15470,140.0
15471,50.0
15472,45.6
15473,83.0
15474,45.5
15475,120.0
15476,59.0
15477,58.0
15478,49.0
15479,25.0
15480,200.0
15481,70.0
15482,73.9
15483,95.0
15484,59.0
15485,65.0
15486,30.0
15487,130.0
15488,54.0
15489,30.0
15490,35.0
15491,120.0
15492,230.0
15493,19.9
15494,79.5
15495,59.0
15496,33.5
15497,44.1
15498,200.0
15499,550.0
15500,33.0
15501,52.0
15502,19.4
15503,280.0
15504,190.0
15505,31.7
15506,85.0
15507,160.0
15508,38.9
15509,5.7
15510,200.0
15511,60.0
15512,45.0
15513,170.0
15514,9.8
15515,37.0
15516,29.0
15517,120.0
15518,100.0
15519,51.0
15520,57.7
15521,49.6
15522,170.0
15523,33.0
15524,500.0
15525,23.3
15526,180.0
15527,93.0
15528,100.0
15529,72.0
15530,45.4
15531,180.0
15532,36.0
15533,57.0
15534,32.0
15535,27.1
15536,230.0
15537,30.0
15538,140.0
15539,69.0
15540,78.0
15541,27.0
15542,520.0
15543,60.0
15544,5.0
15545,240.0
15546,520.0
15547,53.0
15548,80.0
15549,34.0
15550,65.0
15551,770.0
15552,60.0
15553,270.0
15554,75.0
15555,64.2
15556,82.0
15557,50.0
15558,20.5
15559,50.0
15560,35.0
15561,30.0
15562,66.0
15563,34.0
15564,82.0
15565,84.0
15566,160.0
15567,1100.0
15568,23.5
15569,45.0
15570,55.0
15571,120.0
15572,270.0
15573,220.0
15574,150.0
15575,26.0
15576,55.0
15577,26.0
15578,100.0
15579,66.0
15580,55.0
15581,20.0
15582,90.5
15583,29.0
15584,200.0
15585,52.0
15586,130.0
15587,80.0
15588,42.0
15589,18.0
15590,75.0
15591,39.3
15592,60.0
15593,32.0
15594,65.0
15595,130.0
15596,29.5
15597,170.0
15598,55.5
15599,70.0
15600,110.0
15601,250.0
15602,750.0
15603,170.0
15604,170.0
15605,73.0
15606,42.0
15607,30.0
15608,110.0
15609,65.0
15610,200.0
15611,24.1
15612,74.0
15613,89.0
15614,31.9
15615,75.0
15616,37.5
15617,370.0
15618,28.0
15619,33.0
15620,520.0
15621,48.0
15622,70.0
15623,420.0
15624,50.0
15625,110.0
15626,35.2
15627,160.0
15628,45.0
15629,44.9
15630,11.8
15631,330.0
15632,72.0
15633,50.0
15634,49.0
15635,37.0
15636,40.0
15637,54.0
15638,75.0
15639,170.0
15640,53.0
15641,76.0
15642,2000.0
15643,84.0
15644,140.0
15645,89.0
15646,80.0
15647,24.0
15648,42.0
15649,100.0
15650,170.0
15651,90.0
15652,22.0
15653,65.0
15654,120.0
15655,160.0
15656,270.0
15657,37.0
15658,150.0
15659,45.0
15660,100.0
15661,65.0
15662,120.0
15663,81.0
15664,130.0
15665,78.0
15666,90.0
15667,46.0
15668,33.5
15669,340.0
15670,45.4
15671,95.1
15672,200.0
15673,300.0
15674,35.0
15675,27.9
15676,15.0
15677,100.0
15678,35.0
15679,34.6
15680,85.0
15681,620.0
15682,20.0
15683,33.0
15684,63.0
15685,200.0
15686,43.0
15687,35.0
15688,41.8
15689,700.0
15690,36.0
15691,310.0
15692,39.7
15693,92.0
15694,85.0
15695,20.0
15696,80.0
15697,110.0
15698,44.0
15699,75.0
15700,73.0
15701,96.0
15702,57.0
15703,47.0
15704,180.0
15705,57.0
15706,43.0
15707,100.0
15708,180.0
15709,20.0
15710,230.0
15711,35.0
15712,49.5
15713,26.7
15714,23.0
15715,36.0
15716,53.0
15717,36.9
15718,140.0
15719,100.0
15720,84.0
15721,79.0
15722,190.0
15723,50.0
15724,25000.0
15725,74.0
15726,120.0
15727,30.0
15728,67.0
15729,35.0
15730,47.5
15731,80.0
15732,35.0
15733,53.5
15734,70.6
15735,57.0
15736,13.0
15737,230.0
15738,26.6
15739,21.0
15740,190.0
15741,32.0
15742,39.0
15743,49.5
15744,32.0
15745,280.0
15746,90.0
15747,48.0
15748,50.0
15749,160.0
15750,40.0
15751,41.5
15752,42.0
15753,35.0
15754,48.0
15755,34.0
15756,490.0
15757,74.0
15758,39.0
15759,65.0
15760,44.5
15761,66.9
15762,38.0
15763,55.0
15764,98.0
15765,62.0
15766,16.0
15767,40.0
15768,260.0
15769,20.0
15770,94.7
15771,180.0
15772,29.0
15773,94.5
15774,180.0
15775,100.0
15776,150.0
15777,150.0
15778,40.7
15779,100.0
15780,200.0
15781,230.0
15782,32.0
15783,170.0
15784,58.0
15785,220.0
15786,40.0
15787,110.0
15788,52.0
15789,40.0
15790,17.0
15791,80.0
15792,46.0
15793,40.0
15794,30.0
15795,23.0
15796,41.5
15797,140.0
15798,17.3
15799,160.0
15800,16.4
15801,110.0
15802,120.0
15803,66.0
15804,18.0
15805,75.0
15806,19.0
15807,130.0
15808,180.0
15809,100.0
15810,450.0
15811,150.0
15812,100.0
15813,75.0
15814,140.0
15815,73.0
15816,36.0
15817,1220.0
15818,170.0
15819,210.0
15820,46.5
15821,13.5
15822,120.0
15823,38.0
15824,75.0
15825,36.0
15826,42.5
15827,45.0
15828,32.0
15829,99.0
15830,70.0
15831,20.0
15832,39.0
15833,17.9
15834,27.0
15835,39.0
15836,87.0
15837,57.0
15838,100.0
15839,16.8
15840,60.4
15841,70.8
15842,8.5
15843,290.0
15844,32.0
15845,58.0
15846,36.0
15847,49.9
15848,28.0
15849,280.0
15850,150.0
15851,110.0
15852,150.0
15853,63.0
15854,110.0
15855,95.0
15856,29.0
15857,50.6
15858,110.0
15859,17.0
15860,43.0
15861,100.0
15862,150.0
15863,240.0
15864,110.0
15865,32.0
15866,260.0
15867,100.0
15868,22.5
15869,28.0
15870,95.0
15871,330.0
15872,55.0
15873,67.0
15874,220.0
15875,91.3
15876,270.0
15877,95.0
15878,28.5
15879,230.0
15880,56.0
15881,34.3
15882,70.1
15883,70.0
15884,280.0
15885,52.0
15886,39.0
15887,50.0
15888,37.0
15889,93.0
15890,18.0
15891,84.0
15892,25.0
15893,270.0
15894,33.0
15895,20.0
15896,220.0
15897,52.0
15898,30.8
15899,57.4
15900,23.5
15901,130.0
15902,32.0
15903,56.0
15904,230.0
15905,40.0
15906,120.0
15907,160.0
15908,33.0
15909,220.0
15910,190.0
15911,27.2
15912,29.9
15913,25.0
15914,20.0
15915,490.0
15916,160.0
15917,130.0
15918,72.8
15919,67.0
15920,63.0
15921,36.7
15922,22.0
15923,45.0
15924,39.0
15925,60.0
15926,90.0
15927,110.0
15928,150.0
15929,60.0
15930,50.2
15931,90.0
15932,300.0
15933,120.0
15934,110.0
15935,54.2
15936,47.4
15937,38.0
15938,190.0
15939,120.0
15940,330.0
15941,100.0
15942,38.0
15943,34.2
15944,110.0
15945,38.0
15946,85.0
15947,59.0
15948,140.0
15949,65.0
15950,53.0
15951,650.0
15952,33.3
15953,35.0
15954,55.0
15955,33.5
15956,250.0
15957,80.0
15958,70.0
15959,45.0
15960,55.0
15961,170.0
15962,71.0
15963,52.0
15964,90.0
15965,120.0
15966,23.9
15967,32.0
15968,25.0
15969,91.0
15970,67.3
15971,310.0
15972,75.0
15973,30.0
15974,80.0
15975,33.0
15976,36.7
15977,74.0
15978,230.0
15979,20.0
15980,30.0
15981,46.9
15982,100.0
15983,45.0
15984,41.9
15985,27.0
15986,41.0
15987,7420.0
15988,44.9
15989,82.7
15990,500.0
15991,59.0
15992,16.1
15993,25.0
15994,34.0
15995,470.0
15996,35.0
15997,55.0
15998,100.0
15999,26.5
16000,46.1
16001,36.0
16002,57.0
16003,38.0
16004,55.0
16005,30.0
16006,90.0
16007,30.5
16008,51.5
16009,63.0
16010,50.0
16011,800.0
16012,12.0
16013,35.0
16014,65.0
16015,45.5
16016,64.7
16017,38.0
16018,35.0
16019,46.0
16020,75.0
16021,42.0
16022,40.0
16023,19.2
16024,35.2
16025,100.0
16026,130.0
16027,100.0
16028,80.0
16029,26.5
16030,75.0
16031,60.0
16032,39.7
16033,65.0
16034,18.2
16035,44.0
16036,110.0
16037,750.0
16038,45.0
16039,42.0
16040,29.5
16041,48.6
16042,50.0
16043,36.0
16044,26.3
16045,140.0
16046,49.9
16047,53.0
16048,20.0
16049,28.0
16050,26.5
16051,750.0
16052,79.0
16053,23.0
16054,51.0
16055,140.0
16056,58.0
16057,40.0
16058,460.0
16059,41.3
16060,270.0
16061,110.0
16062,74.0
