,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE
15309,2,0,0,3,0,1911.400944,1,1,132,28.9196,76.8972
15310,1,0,0,1,0,660.0,1,1,5245,19.050992,73.01794699999998
15311,1,0,0,3,0,1750.087504,1,1,1906,12.91,77.64
15312,1,0,0,2,0,1045.296167,1,1,501,18.96667,72.83333
15313,1,0,1,2,0,1247.909,1,1,4422,26.900926,75.775927
15314,2,0,0,1,0,425.0797024,1,1,4308,31.214709000000006,75.766473
15315,2,0,0,2,0,1070.009172,1,1,3971,21.17,72.83
15316,1,0,0,4,0,4533.333333,1,1,5707,12.90015,80.22791
15317,1,0,0,2,0,1000.0,1,1,600,18.542235,73.828136
15318,1,0,0,2,0,960.0,1,1,3253,24.69028,78.41889
15319,1,0,0,2,0,1295.180723,1,1,3520,18.475864,73.89000899999998
15320,1,0,0,3,0,2600.104004,1,1,1203,21.164264000000006,72.794273
15321,1,0,0,2,0,1100.034376,1,1,5331,28.644695,77.33895600000002
15322,1,0,1,2,0,1150.180743,1,1,4422,26.900926,75.775927
15323,1,1,1,2,0,1114.112086,0,0,4839,12.86,77.786
15324,2,0,0,2,0,1010.10101,1,1,2321,13.010349,77.712151
15325,2,0,0,1,0,496.8322774,1,1,6035,22.285525,73.153862
15326,1,0,1,2,0,970.0249792,1,1,3579,24.69028,78.41889
15327,1,0,1,2,0,1010.10101,1,1,6624,18.5993,73.7625
15328,1,0,0,1,0,550.0045834,1,1,5213,28.574129,77.322873
15329,2,0,0,1,0,702.1966151,1,1,2458,22.72781,75.963175
15330,1,0,1,3,0,1776.001776,1,1,621,12.808137,77.58308000000002
15331,1,0,0,2,0,905.1348999,1,1,5929,20.098413,79.10786
15332,1,0,1,3,0,2894.18847,1,1,2686,18.5438,73.9438
15333,1,0,0,3,0,1852.964744,1,1,1082,19.05871,72.89969
15334,1,0,1,2,0,1350.390903,1,1,6708,30.662283,76.822397
15335,1,1,0,3,0,1490.941491,0,1,3424,23.398893,85.335374
15336,1,0,0,3,0,1640.225867,1,1,1842,28.66667,77.41667
15337,1,0,1,3,0,1323.404255,1,0,3403,28.678014,77.38296
15338,2,1,1,2,0,558.121632,0,1,2250,26.2072,73.066
15339,1,1,1,2,0,992.1259843,0,1,843,18.52783,73.875757
15340,1,0,0,3,0,1317.218903,1,1,3869,28.579004,77.431173
15341,2,0,0,2,0,1175.349428,1,1,3885,12.722841,80.007036
15342,2,0,0,2,0,770.0534759,1,1,1534,12.840956,77.659441
15343,1,0,1,2,0,880.0082823999999,1,1,6100,19.18,72.96333
15344,2,1,1,3,0,1274.900398,0,1,3869,28.579004,77.431173
15345,1,0,0,1,0,500.0,1,1,1157,28.628777000000003,77.449789
15346,2,0,0,3,0,1900.302947,1,1,1831,22.312358,73.145436
15347,1,0,1,2,0,964.5488029,1,1,3431,18.669919,73.853723
15348,2,0,0,1,0,749.9697593,1,1,2570,31.10333,77.17222
15349,1,0,0,3,0,1350.174216,1,1,2154,26.832353,75.841749
15350,2,0,0,3,0,784.8443842999999,1,1,933,20.6108,79.8615
15351,1,0,0,2,0,1036.979065,1,1,4065,18.1373,74.4633
15352,2,0,0,2,0,525.099769,1,1,1380,22.509911,88.356659
15353,1,1,1,2,0,1079.938509,0,1,5907,27.04965,80.851214
15354,1,1,1,2,0,1286.046512,0,1,2670,20.257483,85.780142
15355,1,0,0,2,0,764.5259938999999,1,1,6090,12.91668,77.59196
15356,1,0,1,2,0,907.6305221,1,1,6023,19.076057,73.097319
15357,1,0,0,3,0,1450.176093,1,1,5407,28.5942,77.3675
15358,1,0,0,2,0,800.0,1,1,735,19.097621,73.00088199999998
15359,1,0,0,1,0,665.0041562999999,1,1,302,19.1145,72.8712
15360,2,0,0,2,0,1050.06105,1,1,2312,12.96991,77.59796
15361,1,0,0,2,0,1300.213468,1,1,437,11.025336,76.98918499999998
15362,2,0,0,4,0,3664.810769,1,1,2234,13.0083,77.5877
15363,1,0,1,3,0,2257.88735,1,1,915,19.235,72.8598
15364,1,1,0,3,0,870.3618872999998,0,1,5809,22.69995,88.390833
15365,1,1,1,2,0,612.0047077,0,0,3368,19.283359,72.864964
15366,1,0,0,1,0,705.0168591,1,1,6464,12.96991,77.59796
15367,1,0,0,2,0,1044.030867,1,1,1009,18.744775,73.823649
15368,1,0,0,2,0,1004.304161,1,1,5065,28.368269,77.37273
15369,1,0,0,2,0,1145.038168,1,1,3855,30.06583,78.274812
15370,2,1,0,2,0,1135.0737800000004,0,1,4064,12.85917,74.83844
15371,1,0,0,3,0,2031.281739,1,1,5121,28.59863,77.333939
15372,2,1,1,3,0,1680.415521,0,1,1794,21.0,77.0
15373,2,0,1,2,0,1240.221332,1,1,6659,12.9958935,77.761394
15374,1,0,0,3,0,1299.929095,1,1,1782,25.61,85.14139
15375,2,0,0,2,0,1050.0,1,1,6483,13.0814,77.5566
15376,1,0,0,2,0,956.0229446,1,1,6266,22.560951,88.495491
15377,2,0,0,2,0,814.6982807,1,1,797,18.508852,73.86954399999998
15378,2,0,0,3,0,1600.0,1,1,3252,22.718204,75.88497199999998
15379,1,0,1,1,0,433.59611889999985,1,1,3302,27.48333,77.68333
15380,2,0,0,3,0,1500.0,1,0,6314,13.62774,123.18686
15381,1,0,0,2,0,1214.936573,1,1,5929,20.098413,79.10786
15382,1,0,1,3,0,1652.5023609999996,1,1,3162,19.1758,72.8643
15383,1,1,1,3,0,1341.985365,0,1,620,12.808137,77.58308000000002
15384,2,0,0,2,0,1200.14771,1,1,3271,12.95619,77.70194000000002
15385,1,1,1,3,0,1830.065359,0,1,1794,21.0,77.0
15386,2,0,0,2,0,1049.868766,1,1,2092,26.508171,80.26388299999998
15387,1,0,1,2,0,1315.202853,1,1,216,26.75,81.0
15388,1,0,0,2,0,948.3394833999997,1,1,5583,28.689982,77.339807
15389,2,0,0,2,0,1000.0,1,1,4115,24.090195,87.990011
15390,1,1,1,4,0,3142.857143,0,0,3781,30.73528,76.79111
15391,1,0,0,2,0,676.9985178999998,1,1,4163,18.976037,72.80898
15392,1,0,1,4,0,2105.263158,1,0,5427,28.392385,77.035763
15393,2,0,0,2,0,1180.257511,1,1,5594,27.140626,78.043277
15394,1,0,1,3,0,1870.07874,1,1,31,19.128324,72.825408
15395,2,0,0,2,0,753.0120482000002,1,1,4422,26.900926,75.775927
15396,2,0,1,3,0,1700.191571,1,1,5449,28.576117,77.382136
15397,2,0,0,2,0,943.7523594,1,1,3715,22.287606,70.774305
15398,1,0,0,2,0,1841.408678,1,1,3461,22.491565,88.402473
15399,2,0,0,1,0,700.0736919999998,1,1,261,21.23994,72.85651999999997
15400,1,0,1,3,0,3763.207411,1,1,5133,28.525772,77.013644
15401,1,1,1,2,0,1342.857143,0,1,5950,26.781748,81.006714
15402,2,0,0,2,0,925.014476,1,1,5574,11.908735,79.476118
15403,2,0,1,2,0,890.0649507000003,1,1,4227,18.5084,73.6892
15404,1,0,0,4,0,2520.16129,1,1,2247,22.54111,88.33778000000002
15405,0,1,1,2,0,1215.0756689999996,0,0,5105,28.479440000000004,76.971432
15406,1,0,1,2,0,825.0,1,1,4103,42.049481,-87.681841
15407,1,0,0,2,0,1200.960769,1,1,4936,19.040416,73.078151
15408,2,0,1,2,0,1250.0,1,1,1329,27.231058,78.005424
15409,1,0,0,2,0,1000.0,1,1,6343,28.9196,76.8972
15410,1,0,1,2,0,972.0311784,1,1,3431,18.669919,73.853723
15411,1,0,0,3,0,2358.490566,1,1,6428,22.288976,73.128222
15412,1,0,0,2,0,750.0,1,1,1380,22.509911,88.356659
15413,0,1,1,1,0,302.7662819,0,0,5951,17.286528,73.709114
15414,2,0,0,2,0,1150.092937,1,1,2747,13.092356,77.61346800000003
15415,2,0,0,2,0,1000.0,1,1,5085,22.54111,88.33778000000002
15416,2,0,0,3,0,1560.20558,1,1,5165,28.506454,77.40956800000002
15417,1,0,0,6,0,3000.0,1,1,305,19.139348,72.820458
15418,2,0,0,3,0,2000.0,1,1,2654,18.233016,73.88239200000002
15419,1,0,0,2,0,850.1838234999999,1,1,3238,21.094632,79.074805
15420,1,1,1,1,0,353.0286139,0,0,737,24.862517,78.28246700000003
15421,2,0,0,2,0,1170.117012,1,1,3527,12.96991,77.59796
15422,1,1,1,1,0,649.6456477999999,0,1,2477,19.1955,72.8728
15423,2,0,0,3,0,1395.043493,1,1,2097,28.63676,77.36315
15424,1,0,0,1,0,548.7906588999998,1,1,2526,12.925027,80.235348
15425,1,0,0,2,0,1220.0603609999996,1,1,3163,19.1849,72.8347
15426,2,0,0,2,0,1174.132948,1,1,620,12.808137,77.58308000000002
15427,1,0,1,3,0,1290.17655,1,1,2093,26.886881,80.99441999999998
15428,1,1,1,2,0,986.0216925,0,1,1082,19.05871,72.89969
15429,1,0,0,4,0,2080.443828,1,1,5453,28.568096,77.390253
15430,2,0,0,3,0,1340.183158,1,1,2497,23.35556,85.33471999999998
15431,2,0,0,1,0,609.9627245,1,1,3194,16.05654,73.46875
15432,1,1,0,2,0,1300.034211,0,1,1469,13.010398,77.741046
15433,1,0,0,3,0,1415.164606,1,1,4743,22.54111,88.33778000000002
15434,1,0,0,2,0,1339.285714,1,1,5079,28.431862,77.351104
15435,2,0,0,1,0,32.0,1,1,3147,28.636759,77.354534
15436,1,0,1,3,0,1162.913627,1,1,1729,28.743724,76.81131500000002
15437,1,0,0,2,0,1000.0,1,1,311,12.96991,77.59796
15438,1,1,1,2,0,1102.12766,0,0,5707,12.90015,80.22791
15439,1,0,0,3,0,1634.2950529999996,1,1,4803,19.083336,72.83666
15440,1,0,0,2,0,1264.19934,1,1,2878,28.874383,77.113251
15441,1,0,0,3,0,1250.0,1,1,2154,26.832353,75.841749
15442,2,0,0,2,0,980.1686802000003,1,1,2132,13.035866,80.135164
15443,2,0,0,3,0,1500.0,1,1,5409,28.6221,77.3674
15444,1,1,1,2,0,834.5939179,0,1,2477,19.1955,72.8728
15445,2,0,0,3,0,1590.306702,1,1,3962,23.455567,85.41042
15446,2,0,0,2,0,678.0810307,1,1,2797,13.114624,80.188519
15447,2,1,0,3,0,1705.069124,0,1,6710,30.65,76.82
15448,1,0,0,2,0,1121.94701,1,1,5225,19.110415,73.001447
15449,2,0,0,2,0,1150.180743,1,1,623,22.470809,88.36318100000003
15450,1,0,0,3,0,1650.1094460000004,1,1,1519,9.930471,76.271273
15451,1,0,0,2,0,1063.15118,1,1,5707,12.90015,80.22791
15452,2,0,1,2,0,1250.0,1,1,3410,30.273192,78.077957
15453,1,0,1,4,0,2689.0756300000007,1,1,2770,12.8855,77.5638
15454,1,0,0,1,0,585.0234009,1,1,6598,19.014858,72.8662
15455,1,0,0,2,0,1305.483029,1,1,6428,22.288976,73.128222
15456,2,0,0,3,0,1300.052002,1,1,2154,26.832353,75.841749
15457,2,0,1,2,0,949.3670886,1,1,4455,23.25,77.41667
15458,2,0,0,2,0,1000.0,1,1,4862,19.848361,75.30646899999998
15459,1,0,0,3,0,1856.686974,1,1,5074,28.394375,77.35722700000002
15460,1,0,1,1,0,45302.48118,1,0,2764,19.249861,72.96386600000002
15461,1,0,0,3,0,1610.565308,1,1,2038,12.752264,77.45273900000002
15462,0,1,1,1,0,373.6825295,0,0,2537,18.96667,72.83333
15463,1,1,0,3,0,1147.672552,0,1,3468,30.73528,76.79111
15464,2,0,0,3,0,1760.176018,1,1,5217,30.670627000000003,76.833208
15465,1,0,1,3,0,1232.25288,1,1,5075,28.40473,77.367514
15466,2,0,0,1,0,650.1422186000002,1,1,2693,22.72,88.38
15467,1,1,0,3,0,711.5278544,0,1,1562,28.440942,77.669552
15468,1,0,0,2,0,1020.134228,1,1,4008,24.69028,78.41889
15469,1,0,0,4,0,7648.044286,1,1,1512,12.880475,75.022346
15470,1,1,1,3,0,2517.080187,0,0,5477,30.654128000000004,76.732427
15471,2,1,0,1,0,1800.504141,0,1,2558,18.602537,73.82486899999998
15472,0,0,0,2,0,1072.941176,1,0,4401,11.946984,79.482298
15473,1,1,1,1,0,690.0565347999999,0,1,2764,19.249861,72.96386600000002
15474,2,0,0,2,0,1500.164853,1,1,4549,31.654723,74.861559
15475,1,0,1,3,0,2301.937464,1,1,5419,30.661104,76.746082
15476,1,0,0,4,0,2141.560799,1,1,5065,28.368269,77.37273
15477,1,0,0,1,0,720.0496586,1,1,4962,19.049989,73.077321
15478,1,1,1,1,0,649.9535747,0,1,4997,28.509982,77.05185
15479,2,0,0,2,0,583.9757066000002,1,1,2616,12.78627,80.22041999999998
15480,2,0,0,3,0,1598.9766550000004,1,1,444,13.0961,80.235
15481,2,0,1,3,0,1348.228043,1,1,2726,26.42984,80.331518
15482,1,0,1,3,0,1855.385388,1,1,6708,30.662283,76.822397
15483,1,0,0,2,0,1030.033612,1,1,3366,19.2836,72.8675
15484,1,0,0,1,0,710.0734143999998,1,1,3091,13.009576,77.54656700000002
15485,1,1,0,3,0,1800.055386,0,1,6709,30.65,76.82
15486,1,0,0,2,0,800.0,1,1,2492,12.863452,74.86075799999998
15487,2,0,0,2,0,1359.263906,1,1,970,26.91667,75.86667
15488,1,0,0,2,0,1200.0,1,1,1709,13.009604,80.137124
15489,2,0,0,2,0,695.0880445,1,1,875,21.19,81.28
15490,2,0,0,2,0,1020.110755,1,1,6003,12.8682,77.5321
15491,1,0,0,3,0,1406.4697609999996,1,1,5503,28.716907,77.12469899999998
15492,0,0,0,4,0,4035.795754,1,0,3504,12.8269,80.2426
15493,2,0,0,1,0,697.0227671,1,1,199,21.151992,72.81002
15494,1,0,0,2,0,1200.0,1,1,3323,30.689021,76.860403
15495,2,0,1,2,0,1080.190406,1,1,5449,28.576117,77.382136
15496,2,0,0,2,0,1100.164204,1,1,2371,22.257554000000006,73.17045300000002
15497,1,0,0,1,0,613.6932925,1,1,6173,18.52361,73.84778
15498,1,0,0,2,0,1365.001365,1,1,5121,28.59863,77.333939
15499,2,0,0,4,0,3750.170462,1,1,3006,12.928575,77.58572099999998
15500,0,0,1,1,0,573.9130435,1,0,4264,13.03478,80.15586
15501,1,0,0,2,0,970.1492537,1,1,5232,28.5889,77.3352
15502,1,0,0,2,0,800.330033,1,1,2409,26.9883,75.5846
15503,1,0,0,4,0,3640.145606,1,1,6659,12.9958935,77.761394
15504,1,1,1,3,0,1699.311332,0,1,3141,19.218498,72.992114
15505,1,1,1,2,0,889.200561,0,0,2209,26.936933000000003,80.941263
15506,2,0,0,2,0,2000.0,1,1,6635,18.52361,73.84778
15507,1,0,0,3,0,2202.643172,1,1,6659,12.9958935,77.761394
15508,1,0,1,2,0,1247.994867,1,1,4422,26.900926,75.775927
15509,2,0,0,1,0,340.0954654,1,1,3378,23.244599,87.08368
15510,1,0,0,3,0,1500.037501,1,1,1545,18.506,73.8319
15511,1,0,0,3,0,1839.926403,1,1,5226,30.6665,76.8625
15512,2,0,0,2,0,1200.0,1,1,6826,21.01667,75.56667
15513,2,0,0,3,0,2352.9411760000007,1,1,6115,9.935413,76.298608
15514,2,0,0,1,0,484.9084612,1,1,150,26.928785,75.828002
15515,1,0,0,2,0,1155.167031,1,1,6708,30.662283,76.822397
15516,2,0,0,3,0,850.19056,1,1,5978,30.104737,78.28031700000003
15517,1,0,0,3,0,2072.896873,1,1,6685,13.11389,77.59833
15518,1,1,1,2,0,1048.987727,0,1,1398,24.69028,78.41889
15519,2,0,0,3,0,2650.727651,1,1,6079,21.242859,81.66081899999998
15520,1,1,1,3,0,1354.14222,0,1,6709,30.65,76.82
15521,1,0,0,2,0,824.742268,1,1,6364,13.04394,80.17251
15522,1,1,1,2,0,716.9970477,0,1,3474,19.1759,72.9522
15523,2,0,1,2,0,860.0469116,1,1,2795,21.241889,79.10777399999998
15524,1,0,1,4,0,3210.066769,1,1,603,18.558319,73.77588
15525,1,1,1,2,0,898.9197531,0,1,5080,28.431903,77.36482099999998
15526,1,1,1,3,0,1556.958741,0,0,3139,19.218498,72.992114
15527,1,0,0,2,0,1115.1079140000004,1,1,5016,24.69028,78.41889
15528,1,0,0,4,0,3200.0,1,1,4440,22.54111,88.33778000000002
15529,2,0,0,3,0,1200.0,1,1,1064,21.108188,79.072445
15530,1,1,0,3,0,1261.111111,0,0,2247,22.54111,88.33778000000002
15531,1,0,0,3,0,1707.132018,1,1,45,26.696758000000006,90.513797
15532,2,1,1,2,0,766.1204512,0,1,5139,28.578498,77.397634
15533,2,0,0,2,0,960.0808489,1,1,6343,28.9196,76.8972
15534,2,1,0,2,0,1170.018282,0,1,3773,27.814891,81.029269
15535,1,0,0,2,0,979.7541576,1,1,1101,28.57,77.32
15536,1,0,1,3,0,1712.838844,1,1,2969,22.281215,70.789479
15537,2,0,0,2,0,800.0,1,1,4261,13.05,80.11
15538,1,0,0,2,0,1280.058517,1,1,2423,18.5481,73.8995
15539,1,0,0,2,0,1070.099256,1,1,4609,24.69028,78.41889
15540,2,0,0,2,0,1220.848333,1,1,1533,12.8458,77.6727
15541,2,0,0,2,0,686.1499365,1,1,3251,12.87827,80.05755699999997
15542,1,0,0,4,0,3664.810769,1,1,2234,13.0083,77.5877
15543,2,0,1,2,0,1082.055906,1,1,5447,28.577673,77.389781
15544,2,0,0,1,0,225.0225023,1,1,1758,21.168064,72.87714799999998
15545,1,1,1,3,0,4303.388919,0,1,2068,12.985786,77.73555999999998
15546,1,1,1,3,0,1931.43409,0,1,4102,18.996549,72.842967
15547,2,1,0,2,0,1060.0,0,1,4635,26.134947,91.797708
15548,2,0,0,3,0,1830.244795,1,1,700,13.012767,77.756579
15549,2,0,0,2,0,1110.022853,1,1,2070,16.51667,80.61667
15550,2,0,0,3,0,1495.2841039999996,1,1,5141,28.587711,77.403123
15551,1,0,0,4,0,3214.091915,1,1,1262,19.01798,72.84476
15552,1,0,0,1,0,675.0675068,1,1,3363,19.259521,72.883037
15553,1,1,1,3,0,2929.6875,0,1,1975,13.04034,77.591347
15554,2,0,0,3,0,1050.126015,1,1,3625,23.16164,79.92920500000002
15555,1,1,0,3,0,1689.473684,0,1,2393,20.26444,85.82806
15556,2,0,1,3,0,1645.264848,1,1,5439,28.59632,77.38143000000002
15557,2,0,0,2,0,1100.110011,1,1,5004,28.432682,77.322604
15558,1,0,0,1,0,650.174437,1,1,702,24.69028,78.41889
15559,1,0,0,3,0,1630.257581,1,1,4006,21.17,72.83
15560,2,0,0,2,0,950.0542888,1,1,1155,17.45,78.5
15561,1,0,0,1,0,566.0377358,1,1,5707,12.90015,80.22791
15562,1,0,1,1,0,449.98977300000007,1,1,2763,24.69028,78.41889
15563,1,0,0,2,0,930.2325581,1,1,6656,12.93,80.11
15564,1,1,0,2,0,1250.0,0,1,4121,18.5442,73.7948
15565,1,0,0,3,0,1500.0,1,1,4262,12.96991,77.59796
15566,1,0,0,2,0,1312.658955,1,1,4428,12.9847,77.5491
15567,1,0,0,4,0,3887.8874630000014,1,1,3015,18.996305,72.827789
15568,2,0,0,2,0,825.1404494,1,1,4293,26.807408,75.83865899999998
15569,2,0,0,2,0,1209.677419,1,1,191,22.31055,73.1695
15570,2,0,0,2,0,1135.190918,1,1,5143,28.585757,77.396668
15571,1,0,1,2,0,1000.0,1,1,4137,24.69028,78.41889
15572,1,1,0,2,0,880.4539229000002,0,1,6528,19.097244,72.846785
15573,1,0,1,3,0,1271.161958,1,1,2240,24.69028,78.41889
15574,1,0,0,3,0,1843.204719,1,1,1507,22.54111,88.33778000000002
15575,2,0,0,2,0,650.0,1,1,3923,19.989899,79.305594
15576,1,0,0,2,0,1385.041551,1,1,199,21.151992,72.81002
15577,2,0,0,2,0,985.2216749,1,1,6450,22.35962,73.187321
15578,1,1,0,3,0,1133.658315,0,1,3771,22.53028,88.33417
15579,2,0,0,2,0,1029.962547,1,1,6621,18.5993,73.7625
15580,1,0,0,1,0,565.0297925,1,1,2694,17.374209,74.072925
15581,2,1,0,2,0,1300.390117,0,1,1973,27.651998,79.206622
15582,1,0,0,2,0,1000.0,1,1,3077,18.510861,73.926175
15583,2,0,0,3,0,1329.665291,1,1,3678,29.9055,75.2547
15584,1,0,0,2,0,1150.020125,1,1,3111,21.220317,81.672428
15585,2,0,0,2,0,1085.141903,1,1,1844,26.748588,75.45094
15586,1,0,0,2,0,1014.040562,1,1,4714,17.643384,75.918072
15587,1,0,0,1,0,680.0408024000002,1,1,5231,28.38451,77.31109599999998
15588,2,0,0,2,0,1250.0,1,1,5066,28.38016,77.369936
15589,2,0,0,2,0,820.0455581,1,1,6372,22.706116,73.11498
15590,1,0,1,2,0,1275.076505,1,1,6104,13.055985,77.622157
15591,1,0,1,2,0,1429.090909,1,1,150,26.928785,75.828002
15592,2,0,0,2,0,850.0991782,1,1,3011,31.10333,77.17222
15593,2,0,0,3,0,1250.0,1,1,3259,26.8626,75.7633
15594,2,0,0,2,0,1225.02827,1,1,2855,12.958996,74.80244300000003
15595,1,0,1,2,0,910.0455023,1,1,3163,19.1849,72.8347
15596,1,0,1,2,0,1000.0,1,1,4422,26.900926,75.775927
15597,1,0,0,2,0,845.18246,1,1,2480,19.1983,72.8409
15598,2,0,0,3,0,792857.1429,1,1,4717,32.674044,74.907348
15599,2,0,0,2,0,1100.110011,1,1,3828,12.974961,77.651656
15600,1,0,0,3,0,1305.328112,1,1,4945,18.964489,73.019574
15601,1,1,1,2,0,583.9893480000002,0,1,4270,19.12,72.91
15602,1,1,1,3,0,1437.442502,0,1,6667,19.0167,72.8167
15603,2,0,0,3,0,1451.00717,1,1,6054,12.96991,77.59796
15604,1,0,0,2,0,728.5818369,1,1,1250,20.164875,73.110364
15605,1,0,0,3,0,1600.175362,1,1,1516,9.930471,76.271273
15606,2,0,0,2,0,1290.322581,1,1,6649,28.656129,77.497742
15607,2,0,0,2,0,949.9683344,1,1,5746,13.069025,77.49814
15608,2,1,1,3,0,1835.168502,0,1,5458,28.558047,77.392752
15609,1,0,1,2,0,1030.110935,1,1,6624,18.5993,73.7625
15610,1,0,0,3,0,1512.287335,1,1,6160,19.068492000000006,72.898896
15611,1,0,0,2,0,891.9319023,1,1,2823,11.0,76.96667
15612,1,0,1,2,0,1050.0922380000004,1,1,604,18.558319,73.77588
15613,1,0,1,4,0,2250.316056,1,1,5350,28.552082,77.360624
15614,1,1,0,2,0,839.4736842,0,1,623,22.470809,88.36318100000003
15615,2,0,1,4,0,2224.199288,1,1,6708,30.662283,76.822397
15616,1,0,1,1,0,780.1123362000002,1,1,1463,19.2167,73.0833
15617,1,0,1,3,0,1103.0946279999996,1,1,304,19.139348,72.820458
15618,2,1,0,2,0,805.0603795,0,1,256,26.848321,80.927014
15619,1,0,0,3,0,1400.084854,1,1,3257,26.8626,75.7633
15620,1,1,0,3,0,3499.798089,0,1,364,13.02375,77.57785200000002
15621,1,0,0,3,0,1844.734819,1,1,2878,28.874383,77.113251
15622,2,0,0,2,0,1250.0,1,1,4441,12.96991,77.59796
15623,1,0,1,4,0,2272.973266,1,1,2009,19.255098,72.9815265
15624,2,0,0,3,0,1429.796969,1,1,150,26.928785,75.828002
15625,1,1,1,3,0,1634.229684,0,1,682,12.8706,77.6279
15626,2,0,0,2,0,969.6969697,1,1,4841,12.86,77.786
15627,1,0,0,3,0,1680.142812,1,1,5307,30.725549,76.755804
15628,1,0,1,2,0,1260.151218,1,1,5138,30.723932,76.67447299999998
15629,1,1,0,3,0,1352.002409,0,1,1963,23.280038,85.320296
15630,1,1,0,2,0,675.0572082,0,0,862,22.58,88.42
15631,1,0,0,3,0,1400.025455,1,1,4412,18.930697,72.82609000000002
15632,1,1,1,2,0,1240.9513960000004,0,1,682,12.8706,77.6279
15633,1,0,0,2,0,1060.220526,1,1,6685,13.11389,77.59833
15634,1,0,0,2,0,1246.185148,1,1,5141,28.587711,77.403123
15635,2,0,0,2,0,1150.139882,1,1,1045,23.751659,85.326316
15636,2,0,0,2,0,1064.112796,1,1,371,11.032256,76.95911600000002
15637,1,0,0,3,0,1646.341463,1,1,5077,28.406388,77.342588
15638,2,1,1,3,0,1398.210291,0,1,5104,28.542768,77.365736
15639,1,0,0,3,0,997.2429166,1,1,2481,19.1983,72.8409
15640,1,0,0,3,0,1600.2415460000002,1,1,3070,17.815234,83.35818
15641,1,1,1,1,0,650.9635973999998,0,1,4240,24.69028,78.41889
15642,1,0,0,4,0,5250.032813000002,1,1,2285,19.1026,72.8243
15643,1,0,0,3,0,1500.0,1,1,4434,12.919423,77.522774
15644,1,1,1,2,0,747.8632478999998,0,1,6101,19.18,72.96333
15645,1,0,1,3,0,1690.087353,1,1,5458,28.558047,77.392752
15646,2,0,1,3,0,1540.238737,1,1,5179,28.495803,77.42684799999998
15647,2,0,0,3,0,900.2250562999999,1,1,1716,22.333114,70.74602800000002
15648,2,0,0,2,0,1439.8354470000004,1,1,674,23.176444,77.44891700000002
15649,1,0,1,3,0,1006.745193,1,0,237,18.96,72.82
15650,1,1,1,3,0,1474.542458,0,1,2764,19.249861,72.96386600000002
15651,2,0,1,3,0,1395.132538,1,1,1532,12.8458,77.6727
15652,2,0,0,2,0,738.0073801,1,1,2123,13.0,79.98333000000002
15653,2,0,0,3,0,1500.115393,1,1,2502,10.503263,76.21654000000002
15654,1,0,0,3,0,1710.8639859999996,1,1,3412,22.54111,88.33778000000002
15655,1,0,0,4,0,2309.802223,1,1,5438,30.697795000000006,76.714722
15656,1,1,0,3,0,1399.688958,0,1,4270,19.12,72.91
15657,1,1,1,3,0,1580.521145,0,1,1379,30.657375,76.85385500000002
15658,2,0,0,4,0,2194.586686,1,1,2526,12.925027,80.235348
15659,2,0,0,3,0,1699.39577,1,1,6685,13.11389,77.59833
15660,1,1,1,3,0,1122.460433,0,0,2004,18.5853,73.7413
15661,2,0,0,2,0,1137.158852,1,1,283,22.242796,87.779073
15662,1,0,1,3,0,1860.1767170000005,1,1,5104,28.542768,77.365736
15663,1,1,1,2,0,886.0205643999999,0,1,1729,28.743724,76.81131500000002
15664,1,0,0,3,0,1703.577513,1,1,945,12.9657,77.7188
15665,1,0,0,3,0,1433.823529,1,1,161,12.96991,77.59796
15666,1,0,1,3,0,1650.165017,1,1,2097,28.63676,77.36315
15667,1,1,1,3,0,1150.0,0,1,3781,30.73528,76.79111
15668,1,0,0,2,0,1264.150943,1,1,2878,28.874383,77.113251
15669,1,1,1,3,0,2578.101304,0,1,4428,12.9847,77.5491
15670,1,0,0,2,0,1276.35648,1,1,5065,28.368269,77.37273
15671,1,0,1,4,0,2950.66708,1,1,1347,30.594843,76.84983000000003
15672,1,0,0,4,0,2199.978,1,1,2926,22.510258,88.355227
15673,1,0,0,2,0,900.0090001,1,1,3309,24.69028,78.41889
15674,1,0,0,3,0,1400.0,1,1,6371,22.706116,73.11498
15675,1,0,1,2,0,1069.37524,1,1,834,28.698133,77.335746
15676,2,0,0,1,0,520.110957,1,1,1809,22.54111,88.33778000000002
15677,1,0,1,2,0,1063.829787,1,0,829,12.924893,77.700727
15678,2,1,0,2,0,650.0742942,0,1,3433,22.268444,70.75403299999998
15679,2,0,0,2,0,1067.242443,1,1,2028,13.0318,77.6583
15680,2,0,0,3,0,1499.91177,1,1,5409,28.6221,77.3674
15681,1,0,0,3,0,3273.668092000001,1,1,1585,12.997946,77.612863
15682,2,0,0,2,0,600.0600059999998,1,1,5617,12.956863,77.599192
15683,2,0,0,1,0,700.0424267999998,1,1,3279,48.134195,11.584111
15684,1,0,0,2,0,1050.0,1,1,6209,9.952439,76.36329649999998
15685,1,0,0,3,0,1213.592233,1,1,4073,19.172035,72.85009699999998
15686,2,0,0,3,0,1101.152369,1,1,5809,22.69995,88.390833
15687,2,0,0,2,0,760.8695652000001,1,1,2823,11.0,76.96667
15688,1,0,0,2,0,873.015873,1,1,3422,13.09,80.27
