,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
3164,45,services,married,secondary,no,1259,yes,no,unknown,6,may,507,1,-1,0,unknown,no
3165,58,entrepreneur,married,tertiary,no,853,no,no,unknown,5,jun,1149,2,-1,0,unknown,yes
3166,32,blue-collar,married,secondary,no,883,yes,yes,unknown,30,may,59,1,-1,0,unknown,no
3167,44,blue-collar,married,secondary,no,-674,yes,no,unknown,5,may,257,1,-1,0,unknown,no
3168,33,technician,single,secondary,no,77,yes,yes,unknown,2,jun,354,1,-1,0,unknown,no
3169,33,technician,single,secondary,no,296,yes,no,unknown,21,may,226,1,-1,0,unknown,no
3170,58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,jun,700,1,-1,0,unknown,yes
3171,58,blue-collar,married,unknown,no,5505,yes,no,unknown,23,may,317,4,-1,0,unknown,no
3172,33,management,single,secondary,no,0,yes,no,unknown,26,may,816,2,-1,0,unknown,no
3173,60,retired,married,secondary,no,2537,yes,yes,unknown,15,may,230,1,-1,0,unknown,no
3174,41,blue-collar,single,primary,no,1618,yes,no,unknown,14,may,1553,1,-1,0,unknown,yes
3175,30,technician,single,secondary,no,102,yes,no,unknown,7,may,614,2,-1,0,unknown,no
3176,49,admin.,divorced,secondary,no,283,yes,no,unknown,26,may,614,2,-1,0,unknown,no
3177,32,technician,single,secondary,no,562,yes,no,unknown,30,may,722,3,-1,0,unknown,yes
3178,26,technician,single,secondary,no,24299,yes,no,unknown,13,may,704,1,-1,0,unknown,no
3179,41,services,married,secondary,no,1141,yes,no,unknown,27,may,228,1,-1,0,unknown,no
3180,40,self-employed,married,tertiary,no,1750,no,no,unknown,5,jun,197,1,-1,0,unknown,no
3181,34,technician,divorced,secondary,no,2036,yes,yes,unknown,20,may,104,1,-1,0,unknown,no
3182,32,management,single,tertiary,no,3237,yes,no,unknown,2,jun,447,2,-1,0,unknown,no
3183,36,housemaid,married,primary,no,122,no,no,unknown,6,jun,78,1,-1,0,unknown,no
3184,34,blue-collar,single,primary,no,0,yes,no,unknown,8,may,323,1,-1,0,unknown,no
3185,39,blue-collar,married,tertiary,no,10483,no,no,unknown,9,jun,218,1,-1,0,unknown,no
3186,45,self-employed,married,tertiary,no,510,no,no,unknown,6,jun,639,2,-1,0,unknown,no
3187,29,admin.,married,tertiary,no,26,yes,no,unknown,28,may,45,1,-1,0,unknown,no
3188,37,blue-collar,single,unknown,no,2188,no,no,unknown,16,may,193,8,-1,0,unknown,no
3189,29,student,single,tertiary,no,185,yes,no,unknown,7,may,141,3,-1,0,unknown,no
3190,59,blue-collar,married,secondary,no,0,no,no,unknown,6,jun,135,1,-1,0,unknown,no
3191,26,student,single,secondary,no,3096,yes,no,unknown,14,may,107,1,-1,0,unknown,no
3192,33,blue-collar,married,secondary,no,625,yes,no,unknown,28,may,410,1,-1,0,unknown,no
3193,33,blue-collar,married,primary,no,2720,yes,no,unknown,26,may,147,3,-1,0,unknown,no
3194,24,technician,single,tertiary,no,596,yes,no,unknown,13,may,451,1,-1,0,unknown,no
3195,40,blue-collar,married,secondary,no,6536,no,no,unknown,5,jun,647,1,-1,0,unknown,no
3196,37,technician,single,secondary,no,61,yes,no,unknown,19,may,182,8,-1,0,unknown,no
3197,34,management,married,tertiary,no,402,yes,no,unknown,13,may,813,2,-1,0,unknown,no
3198,32,unemployed,married,primary,no,9894,yes,no,unknown,26,may,118,4,-1,0,unknown,no
3199,40,admin.,married,secondary,no,1535,yes,no,unknown,14,may,704,1,-1,0,unknown,yes
3200,42,blue-collar,married,primary,no,803,yes,no,unknown,7,may,171,2,-1,0,unknown,no
3201,35,blue-collar,married,primary,no,424,yes,no,unknown,27,may,177,2,-1,0,unknown,no
3202,36,blue-collar,married,secondary,no,513,yes,no,unknown,16,may,427,3,-1,0,unknown,no
3203,35,services,married,secondary,no,74,yes,no,unknown,27,may,112,1,-1,0,unknown,no
3204,34,blue-collar,married,secondary,no,587,yes,no,unknown,4,jun,77,8,-1,0,unknown,no
3205,53,admin.,married,secondary,no,4464,yes,no,unknown,14,may,162,3,-1,0,unknown,no
3206,45,blue-collar,married,secondary,no,61,yes,yes,unknown,23,may,208,1,-1,0,unknown,no
3207,44,technician,married,secondary,no,561,yes,no,unknown,30,may,613,2,-1,0,unknown,no
3208,50,services,married,secondary,no,5699,yes,no,unknown,5,may,381,2,-1,0,unknown,no
3209,34,technician,single,tertiary,no,301,yes,no,unknown,8,may,205,1,-1,0,unknown,no
3210,40,blue-collar,married,unknown,no,-4,yes,no,unknown,7,may,311,1,-1,0,unknown,no
3211,36,admin.,single,secondary,no,20,yes,no,unknown,6,may,186,1,-1,0,unknown,no
3212,48,technician,married,secondary,no,302,yes,no,unknown,26,may,208,3,-1,0,unknown,no
3213,42,management,married,tertiary,no,8794,yes,no,unknown,29,may,166,3,-1,0,unknown,no
3214,48,blue-collar,married,secondary,no,5057,yes,no,unknown,19,may,21,2,-1,0,unknown,no
3215,30,blue-collar,married,secondary,no,458,yes,no,unknown,12,may,177,3,-1,0,unknown,no
3216,33,management,married,tertiary,no,403,yes,no,unknown,26,may,114,2,-1,0,unknown,no
3217,37,blue-collar,married,secondary,no,685,yes,no,unknown,6,jun,968,1,-1,0,unknown,no
3218,32,services,married,secondary,no,-479,yes,no,unknown,27,may,142,1,-1,0,unknown,no
3219,28,management,single,tertiary,no,1069,no,no,unknown,28,may,675,1,-1,0,unknown,no
3220,41,admin.,single,secondary,no,-22,yes,no,unknown,4,jun,166,2,-1,0,unknown,no
3221,45,blue-collar,married,primary,no,-175,yes,yes,unknown,28,may,215,2,-1,0,unknown,no
3222,54,services,married,unknown,no,7864,yes,no,unknown,15,may,145,4,-1,0,unknown,no
3223,47,self-employed,married,tertiary,no,4543,yes,no,unknown,14,may,162,1,-1,0,unknown,no
3224,53,entrepreneur,married,secondary,no,-118,yes,no,unknown,9,may,101,3,-1,0,unknown,no
3225,52,management,married,secondary,no,173,no,no,unknown,23,may,48,5,-1,0,unknown,no
3226,30,services,single,secondary,no,484,yes,no,unknown,16,may,356,2,-1,0,unknown,no
3227,59,blue-collar,divorced,primary,no,220,yes,no,unknown,12,may,165,1,-1,0,unknown,no
3228,42,blue-collar,married,secondary,no,30,no,no,unknown,8,may,366,2,-1,0,unknown,no
3229,35,blue-collar,single,secondary,no,376,yes,yes,unknown,6,may,207,3,-1,0,unknown,no
3230,48,services,divorced,primary,no,189,yes,no,unknown,13,may,768,1,-1,0,unknown,no
3231,42,blue-collar,married,secondary,no,166,yes,no,unknown,7,may,285,3,-1,0,unknown,no
3232,33,management,married,tertiary,no,3456,yes,no,unknown,3,jun,258,2,-1,0,unknown,no
3233,32,technician,single,secondary,no,644,yes,yes,unknown,21,may,198,1,-1,0,unknown,no
3234,45,blue-collar,married,secondary,no,130,yes,no,unknown,30,may,127,1,-1,0,unknown,no
3235,41,admin.,single,secondary,no,84,yes,no,unknown,6,jun,238,3,-1,0,unknown,no
3236,37,self-employed,married,secondary,no,160,no,no,unknown,6,jun,107,1,-1,0,unknown,no
3237,27,services,single,secondary,no,118,yes,yes,unknown,12,may,53,1,-1,0,unknown,no
3238,47,blue-collar,married,primary,no,1294,yes,no,unknown,14,may,164,2,-1,0,unknown,no
3239,30,blue-collar,single,secondary,no,18,no,no,unknown,9,may,395,1,-1,0,unknown,no
3240,27,admin.,single,tertiary,no,1996,yes,no,unknown,23,may,187,1,-1,0,unknown,no
3241,54,retired,married,secondary,no,918,yes,no,unknown,14,may,189,1,-1,0,unknown,no
3242,52,technician,married,secondary,no,-38,no,no,unknown,6,jun,613,1,-1,0,unknown,no
3243,34,blue-collar,married,primary,no,2490,yes,no,unknown,23,may,192,1,-1,0,unknown,no
3244,38,services,married,secondary,no,-224,yes,yes,unknown,21,may,222,1,-1,0,unknown,no
3245,53,blue-collar,single,unknown,no,0,no,no,unknown,12,may,140,7,-1,0,unknown,no
3246,40,services,married,secondary,no,2172,yes,yes,unknown,13,may,1386,1,-1,0,unknown,no
3247,36,blue-collar,married,secondary,yes,-2,no,no,unknown,2,jun,316,1,-1,0,unknown,no
3248,35,blue-collar,married,secondary,no,503,yes,yes,unknown,9,may,57,2,-1,0,unknown,no
3249,50,entrepreneur,married,tertiary,no,-52,yes,no,unknown,14,may,166,4,-1,0,unknown,no
3250,40,admin.,single,secondary,no,2002,yes,no,unknown,30,may,113,1,-1,0,unknown,no
3251,31,services,married,secondary,no,-641,yes,yes,unknown,27,may,296,2,-1,0,unknown,no
3252,42,technician,single,secondary,no,0,yes,no,unknown,7,may,275,4,-1,0,unknown,no
3253,50,services,married,secondary,no,992,yes,no,unknown,30,may,407,1,-1,0,unknown,no
3254,41,blue-collar,married,unknown,no,225,yes,no,unknown,7,may,690,2,-1,0,unknown,no
3255,31,technician,married,secondary,no,17,yes,yes,unknown,6,may,120,1,-1,0,unknown,no
3256,56,management,divorced,tertiary,no,442,no,no,unknown,28,may,77,3,-1,0,unknown,no
3257,27,blue-collar,married,secondary,no,379,yes,yes,unknown,6,jun,252,4,-1,0,unknown,no
3258,53,unemployed,married,secondary,no,76,yes,yes,unknown,16,may,283,1,-1,0,unknown,no
3259,27,blue-collar,single,secondary,no,6010,yes,no,unknown,3,jun,604,1,-1,0,unknown,no
3260,39,blue-collar,divorced,secondary,no,94,yes,no,unknown,29,may,430,1,-1,0,unknown,no
3261,29,management,divorced,tertiary,no,607,yes,yes,unknown,8,may,240,3,-1,0,unknown,no
3262,50,management,married,tertiary,no,15442,no,no,unknown,5,jun,91,1,-1,0,unknown,no
3263,49,technician,married,unknown,no,-287,yes,no,unknown,26,may,49,1,-1,0,unknown,no
3264,46,technician,married,secondary,no,1427,yes,no,unknown,14,may,32,3,-1,0,unknown,no
3265,34,admin.,single,secondary,no,1103,yes,no,unknown,28,may,89,1,-1,0,unknown,no
3266,29,admin.,single,secondary,no,1028,yes,no,unknown,14,may,343,1,-1,0,unknown,no
3267,52,housemaid,married,secondary,no,3923,yes,no,unknown,14,may,942,3,-1,0,unknown,yes
3268,28,blue-collar,married,secondary,no,59,yes,yes,unknown,23,may,293,2,-1,0,unknown,no
3269,43,blue-collar,married,primary,no,487,yes,no,unknown,7,may,548,2,-1,0,unknown,no
3270,32,blue-collar,single,secondary,no,2285,yes,no,unknown,14,may,413,2,-1,0,unknown,no
3271,28,services,single,secondary,no,234,no,no,unknown,9,may,107,3,-1,0,unknown,no
3272,36,unemployed,single,secondary,no,244,yes,no,unknown,4,jun,702,2,-1,0,unknown,no
3273,35,blue-collar,divorced,primary,no,-587,yes,no,unknown,26,may,111,1,-1,0,unknown,no
3274,34,admin.,married,secondary,no,256,no,no,unknown,27,may,388,2,-1,0,unknown,no
3275,26,technician,single,tertiary,no,813,yes,no,unknown,29,may,140,3,-1,0,unknown,no
3276,54,admin.,married,unknown,no,907,yes,no,unknown,15,may,71,1,-1,0,unknown,no
3277,40,blue-collar,married,secondary,no,5880,yes,no,unknown,26,may,125,6,-1,0,unknown,no
3278,25,blue-collar,single,secondary,no,815,yes,no,unknown,19,may,268,6,-1,0,unknown,no
3279,45,blue-collar,married,unknown,no,1263,yes,no,unknown,19,may,283,3,-1,0,unknown,no
3280,38,blue-collar,married,primary,no,630,yes,no,unknown,23,may,201,3,-1,0,unknown,no
3281,37,services,married,secondary,no,50,yes,no,unknown,8,may,352,3,-1,0,unknown,no
3282,58,technician,married,secondary,no,786,yes,no,unknown,7,may,165,3,-1,0,unknown,no
3283,26,admin.,married,secondary,no,3160,yes,no,unknown,27,may,154,1,-1,0,unknown,no
3284,41,self-employed,married,secondary,no,713,yes,no,unknown,19,may,78,1,-1,0,unknown,no
3285,46,blue-collar,single,secondary,no,0,no,no,unknown,21,may,27,10,-1,0,unknown,no
3286,51,retired,married,secondary,no,2127,yes,no,unknown,5,may,172,1,-1,0,unknown,no
3287,27,blue-collar,single,secondary,no,5563,yes,no,unknown,30,may,435,2,-1,0,unknown,no
3288,53,housemaid,married,secondary,no,736,yes,no,unknown,20,may,535,1,-1,0,unknown,no
3289,35,services,single,secondary,no,-437,yes,no,unknown,3,jun,43,5,-1,0,unknown,no
3290,47,admin.,married,secondary,no,407,yes,no,unknown,5,jun,67,12,-1,0,unknown,no
3291,39,admin.,married,secondary,no,217,yes,no,unknown,4,jun,341,4,-1,0,unknown,no
3292,28,admin.,divorced,secondary,no,785,yes,no,unknown,8,may,442,2,-1,0,unknown,yes
3293,58,retired,married,secondary,no,255,no,no,unknown,28,may,362,3,-1,0,unknown,no
3294,56,management,married,primary,no,1172,no,no,unknown,9,jun,91,3,-1,0,unknown,no
3295,34,student,single,primary,no,3004,no,no,unknown,28,may,49,3,-1,0,unknown,no
3296,41,technician,single,secondary,no,0,no,no,unknown,9,jun,229,2,-1,0,unknown,no
3297,52,blue-collar,married,primary,no,-133,no,no,unknown,5,jun,96,2,-1,0,unknown,no
3298,43,admin.,divorced,secondary,no,242,yes,no,unknown,23,may,174,1,-1,0,unknown,no
3299,29,services,divorced,secondary,no,31,yes,no,unknown,5,may,194,1,-1,0,unknown,no
3300,38,blue-collar,married,primary,no,498,yes,no,unknown,29,may,107,2,-1,0,unknown,no
3301,51,blue-collar,married,primary,no,196,yes,no,unknown,16,may,248,1,-1,0,unknown,no
3302,46,blue-collar,married,primary,no,323,yes,no,unknown,7,may,108,6,-1,0,unknown,no
3303,30,admin.,divorced,secondary,no,370,yes,no,unknown,15,may,160,1,-1,0,unknown,no
3304,59,retired,married,secondary,no,836,yes,no,unknown,7,may,106,1,-1,0,unknown,no
3305,55,housemaid,married,primary,no,1870,no,no,unknown,6,jun,152,1,-1,0,unknown,no
3306,36,self-employed,single,tertiary,no,2000,no,no,unknown,6,jun,94,1,-1,0,unknown,no
3307,53,technician,married,secondary,no,6,yes,no,unknown,5,may,517,1,-1,0,unknown,no
3308,34,blue-collar,divorced,secondary,no,164,yes,no,unknown,19,may,102,13,-1,0,unknown,no
3309,23,admin.,single,secondary,no,4681,yes,no,unknown,28,may,507,2,-1,0,unknown,no
3310,33,blue-collar,married,secondary,no,-825,yes,no,unknown,23,may,228,2,-1,0,unknown,no
3311,32,blue-collar,married,primary,no,-457,yes,yes,unknown,21,may,288,1,-1,0,unknown,no
3312,39,blue-collar,single,unknown,no,3583,no,no,unknown,5,jun,97,2,-1,0,unknown,no
3313,45,blue-collar,married,primary,no,1691,yes,no,unknown,14,may,57,1,-1,0,unknown,no
3314,25,admin.,single,secondary,no,61,yes,no,unknown,9,may,345,9,-1,0,unknown,no
3315,32,management,single,tertiary,no,2619,yes,no,unknown,26,may,123,14,-1,0,unknown,no
3316,27,admin.,married,secondary,no,133,yes,yes,unknown,9,may,338,4,-1,0,unknown,no
3317,39,blue-collar,married,primary,no,-310,yes,yes,unknown,28,may,26,5,-1,0,unknown,no
3318,36,technician,married,secondary,no,412,yes,yes,unknown,20,may,127,1,-1,0,unknown,no
3319,33,technician,single,secondary,no,1994,yes,no,unknown,2,jun,57,9,-1,0,unknown,no
3320,30,management,married,tertiary,no,0,yes,no,unknown,27,may,175,1,-1,0,unknown,no
3321,39,blue-collar,married,secondary,yes,-345,yes,no,unknown,7,may,69,1,-1,0,unknown,no
3322,31,admin.,single,secondary,no,5527,yes,no,unknown,21,may,132,1,-1,0,unknown,no
3323,47,entrepreneur,married,secondary,no,0,no,no,unknown,5,jun,1446,1,-1,0,unknown,yes
3324,35,blue-collar,single,unknown,no,871,yes,no,unknown,6,jun,216,3,-1,0,unknown,no
3325,50,management,divorced,tertiary,no,738,yes,yes,unknown,29,may,68,1,-1,0,unknown,no
3326,44,blue-collar,married,secondary,no,476,yes,no,unknown,13,may,473,1,-1,0,unknown,no
3327,53,technician,married,secondary,no,-3,no,no,unknown,5,may,1666,1,-1,0,unknown,no
3328,44,management,divorced,tertiary,no,3932,yes,no,unknown,8,may,40,2,-1,0,unknown,no
3329,26,technician,single,tertiary,no,75,yes,yes,unknown,19,may,351,1,-1,0,unknown,no
3330,40,blue-collar,married,primary,no,303,no,no,unknown,30,may,104,6,-1,0,unknown,no
3331,39,self-employed,married,secondary,no,31,yes,no,unknown,23,may,146,4,-1,0,unknown,no
3332,53,retired,married,secondary,no,-686,no,yes,unknown,2,jun,255,3,-1,0,unknown,no
3333,57,technician,married,secondary,no,3284,yes,no,unknown,26,may,63,1,-1,0,unknown,no
3334,49,blue-collar,married,primary,no,391,yes,no,unknown,4,jun,245,1,-1,0,unknown,no
3335,40,unemployed,single,secondary,no,1744,yes,no,unknown,21,may,465,11,-1,0,unknown,no
3336,43,blue-collar,married,unknown,no,24,yes,no,unknown,13,may,23,2,-1,0,unknown,no
3337,48,technician,married,secondary,no,-500,yes,no,unknown,7,may,78,5,-1,0,unknown,no
3338,31,blue-collar,single,secondary,no,58,yes,no,unknown,21,may,542,1,-1,0,unknown,no
3339,36,services,married,secondary,no,387,yes,no,unknown,23,may,232,1,-1,0,unknown,no
3340,39,services,divorced,secondary,no,-718,yes,no,unknown,2,jun,90,4,-1,0,unknown,no
3341,43,technician,married,secondary,no,212,yes,no,unknown,14,may,78,1,-1,0,unknown,no
3342,33,student,single,tertiary,no,3404,yes,no,unknown,2,jun,312,3,-1,0,unknown,no
3343,28,blue-collar,single,secondary,no,-303,yes,no,unknown,23,may,277,2,-1,0,unknown,no
3344,31,technician,single,tertiary,no,1798,yes,no,unknown,8,may,393,1,-1,0,unknown,no
3345,44,technician,married,secondary,no,2626,yes,no,unknown,14,may,567,3,-1,0,unknown,no
3346,50,management,divorced,primary,no,-6,yes,no,unknown,19,may,92,2,-1,0,unknown,no
3347,34,services,married,secondary,no,603,yes,yes,unknown,21,may,1409,3,-1,0,unknown,no
3348,27,management,single,tertiary,no,450,yes,no,unknown,3,jun,49,1,-1,0,unknown,no
3349,40,admin.,single,secondary,no,739,yes,no,unknown,16,may,132,1,-1,0,unknown,no
3350,27,technician,single,tertiary,no,0,yes,no,unknown,5,may,400,1,-1,0,unknown,no
3351,53,blue-collar,married,secondary,no,136,yes,no,unknown,15,may,99,1,-1,0,unknown,no
3352,40,admin.,married,secondary,yes,-279,yes,no,unknown,28,may,143,2,-1,0,unknown,no
3353,29,blue-collar,single,secondary,no,735,yes,no,unknown,4,jun,130,3,-1,0,unknown,no
3354,40,blue-collar,single,secondary,no,1,yes,no,unknown,8,may,190,1,-1,0,unknown,no
3355,39,blue-collar,married,primary,no,451,yes,no,unknown,20,may,383,1,-1,0,unknown,no
3356,33,blue-collar,married,secondary,no,25,yes,no,unknown,23,may,3,3,-1,0,unknown,no
3357,31,unemployed,married,secondary,no,296,yes,no,unknown,20,may,378,3,-1,0,unknown,no
3358,35,blue-collar,single,secondary,no,275,yes,no,unknown,20,may,243,2,-1,0,unknown,no
3359,35,services,married,secondary,no,39,no,no,unknown,7,may,143,1,-1,0,unknown,no
3360,40,self-employed,married,secondary,no,1516,yes,yes,unknown,23,may,373,1,-1,0,unknown,no
3361,34,blue-collar,married,secondary,no,848,yes,no,unknown,6,may,684,2,-1,0,unknown,no
3362,59,retired,divorced,primary,no,-138,yes,yes,unknown,8,may,89,4,-1,0,unknown,no
3363,28,blue-collar,single,secondary,no,1232,yes,no,unknown,4,jun,201,2,-1,0,unknown,no
3364,28,services,single,secondary,no,-358,yes,no,unknown,26,may,253,2,-1,0,unknown,no
3365,32,technician,married,unknown,no,1879,no,no,unknown,19,may,115,1,-1,0,unknown,no
3366,47,services,married,secondary,no,2796,yes,no,unknown,15,may,57,2,-1,0,unknown,no
3367,43,blue-collar,married,primary,no,-120,yes,no,unknown,3,jun,46,1,-1,0,unknown,no
3368,54,entrepreneur,married,secondary,no,653,yes,no,unknown,15,may,352,1,-1,0,unknown,no
3369,43,admin.,single,secondary,no,56831,no,no,unknown,15,may,243,1,-1,0,unknown,no
3370,25,blue-collar,single,secondary,no,-143,yes,yes,unknown,27,may,90,1,-1,0,unknown,no
3371,48,blue-collar,single,primary,no,396,yes,no,unknown,12,may,194,3,-1,0,unknown,no
3372,44,services,married,secondary,no,-1621,yes,yes,unknown,3,jun,171,5,-1,0,unknown,no
3373,36,blue-collar,single,secondary,no,1168,yes,no,unknown,23,may,242,3,-1,0,unknown,no
3374,56,unemployed,married,secondary,no,660,yes,no,unknown,6,jun,72,3,-1,0,unknown,no
3375,31,admin.,single,secondary,no,2104,yes,no,unknown,3,jun,455,1,-1,0,unknown,no
3376,42,management,married,tertiary,no,202,no,no,unknown,6,jun,136,1,-1,0,unknown,no
3377,56,management,married,secondary,no,0,yes,no,unknown,29,may,726,1,-1,0,unknown,no
3378,44,services,married,secondary,no,0,yes,yes,unknown,16,may,471,2,-1,0,unknown,no
3379,31,management,single,secondary,no,783,yes,no,unknown,6,may,320,1,-1,0,unknown,no
3380,35,technician,single,secondary,no,-54,yes,no,unknown,30,may,70,2,-1,0,unknown,no
3381,55,retired,married,primary,no,0,no,no,unknown,5,jun,272,1,-1,0,unknown,no
3382,26,admin.,single,secondary,no,82,yes,no,unknown,5,may,228,1,-1,0,unknown,no
3383,38,blue-collar,married,secondary,no,-579,yes,yes,unknown,28,may,195,2,-1,0,unknown,no
3384,33,admin.,divorced,secondary,no,479,yes,no,unknown,27,may,74,5,-1,0,unknown,no
3385,41,unemployed,married,primary,no,1483,yes,no,unknown,13,may,227,1,-1,0,unknown,no
3386,36,technician,married,secondary,no,494,yes,no,unknown,9,may,83,3,-1,0,unknown,no
3387,39,unemployed,married,secondary,no,-455,yes,no,unknown,23,may,542,2,-1,0,unknown,no
3388,38,blue-collar,married,secondary,no,526,yes,yes,unknown,23,may,553,2,-1,0,unknown,no
3389,28,unemployed,single,tertiary,no,1010,yes,no,unknown,4,jun,174,2,-1,0,unknown,no
3390,33,services,married,secondary,no,5034,yes,no,unknown,8,may,207,3,-1,0,unknown,no
3391,37,services,married,secondary,yes,-954,yes,no,unknown,21,may,111,3,-1,0,unknown,no
3392,47,blue-collar,married,primary,no,-12,yes,no,unknown,5,may,18,1,-1,0,unknown,no
3393,30,admin.,single,secondary,no,-213,yes,yes,unknown,27,may,751,1,-1,0,unknown,yes
3394,52,housemaid,married,primary,no,5137,no,no,unknown,9,jun,199,1,-1,0,unknown,no
3395,28,blue-collar,married,secondary,no,100,yes,yes,unknown,27,may,132,2,-1,0,unknown,no
3396,50,technician,married,secondary,no,1541,yes,no,unknown,29,may,744,1,-1,0,unknown,no
3397,36,services,married,secondary,no,42,yes,no,unknown,8,may,102,4,-1,0,unknown,no
3398,31,admin.,single,secondary,no,-449,yes,no,unknown,28,may,81,2,-1,0,unknown,no
3399,53,management,married,tertiary,no,3911,yes,yes,unknown,30,may,63,2,-1,0,unknown,no
3400,59,management,married,tertiary,no,2319,yes,no,unknown,15,may,132,32,-1,0,unknown,no
3401,37,services,married,secondary,no,-24,yes,no,unknown,27,may,147,1,-1,0,unknown,no
3402,33,management,single,tertiary,no,541,yes,yes,unknown,21,may,572,1,-1,0,unknown,no
3403,36,technician,single,secondary,no,-333,yes,yes,unknown,9,may,847,1,-1,0,unknown,no
3404,50,blue-collar,married,secondary,no,2641,yes,no,unknown,30,may,97,3,-1,0,unknown,no
3405,41,services,married,secondary,no,510,yes,no,unknown,9,may,231,2,-1,0,unknown,no
3406,31,technician,married,tertiary,no,-502,yes,yes,unknown,26,may,523,2,-1,0,unknown,no
3407,54,blue-collar,married,secondary,no,-630,no,no,unknown,23,may,173,1,-1,0,unknown,no
3408,45,admin.,single,secondary,no,276,no,yes,unknown,9,jun,346,2,-1,0,unknown,no
3409,28,blue-collar,single,secondary,no,-197,yes,no,unknown,9,may,2016,2,-1,0,unknown,yes
3410,33,blue-collar,divorced,secondary,no,-131,yes,no,unknown,16,may,145,1,-1,0,unknown,no
3411,56,management,divorced,tertiary,no,1016,yes,no,unknown,9,jun,184,5,-1,0,unknown,no
3412,29,unemployed,married,tertiary,no,8,yes,no,unknown,7,may,233,1,-1,0,unknown,no
3413,39,management,married,tertiary,no,2810,no,no,unknown,9,jun,77,1,-1,0,unknown,no
3414,39,entrepreneur,divorced,tertiary,no,208,yes,no,unknown,3,jun,201,2,-1,0,unknown,no
3415,45,blue-collar,married,secondary,no,61,yes,no,unknown,26,may,745,4,-1,0,unknown,yes
3416,41,entrepreneur,married,tertiary,no,171,yes,no,unknown,12,may,143,4,-1,0,unknown,no
3417,30,student,single,tertiary,no,2030,yes,no,unknown,28,may,27,2,-1,0,unknown,no
3418,30,blue-collar,single,secondary,no,855,yes,no,unknown,3,jun,235,2,-1,0,unknown,no
3419,32,technician,single,unknown,no,317,yes,no,unknown,21,may,394,2,-1,0,unknown,no
3420,49,services,divorced,secondary,no,3649,yes,yes,unknown,15,may,150,1,-1,0,unknown,no
3421,28,services,single,secondary,no,40,yes,no,unknown,28,may,313,2,-1,0,unknown,no
3422,41,management,married,tertiary,no,1304,yes,no,unknown,5,jun,93,3,-1,0,unknown,no
3423,42,management,divorced,secondary,no,830,yes,no,unknown,19,may,112,1,-1,0,unknown,no
3424,30,blue-collar,married,secondary,no,68,yes,yes,unknown,16,may,393,2,-1,0,unknown,no
3425,49,management,married,tertiary,no,128,yes,no,unknown,19,may,298,1,-1,0,unknown,no
3426,31,admin.,divorced,secondary,no,-579,yes,no,unknown,26,may,150,1,-1,0,unknown,no
3427,31,technician,single,secondary,no,335,yes,no,unknown,28,may,87,5,-1,0,unknown,no
3428,29,entrepreneur,single,tertiary,no,11,yes,no,unknown,12,may,214,4,-1,0,unknown,no
3429,46,unknown,married,unknown,no,300,yes,no,unknown,16,may,323,3,-1,0,unknown,no
3430,39,self-employed,married,secondary,yes,-571,no,no,unknown,6,jun,180,2,-1,0,unknown,no
3431,49,services,married,secondary,no,1496,yes,no,unknown,7,may,218,4,-1,0,unknown,no
3432,46,blue-collar,divorced,secondary,no,1480,yes,no,unknown,15,may,257,1,-1,0,unknown,no
3433,46,services,married,secondary,no,216,yes,no,unknown,6,may,524,2,-1,0,unknown,no
3434,57,management,married,primary,no,0,no,no,unknown,19,may,455,1,-1,0,unknown,no
3435,38,management,divorced,tertiary,no,5455,yes,no,unknown,27,may,204,3,-1,0,unknown,no
3436,33,blue-collar,married,primary,no,-342,yes,no,unknown,28,may,528,2,-1,0,unknown,no
3437,34,technician,single,secondary,no,692,yes,no,unknown,20,may,254,1,-1,0,unknown,no
3438,42,services,married,secondary,no,0,yes,no,unknown,7,may,132,3,-1,0,unknown,no
3439,31,unemployed,married,secondary,no,-825,yes,no,unknown,7,may,179,2,-1,0,unknown,no
3440,60,management,divorced,unknown,no,404,yes,no,unknown,9,may,95,2,-1,0,unknown,no
3441,31,services,married,secondary,no,525,yes,yes,unknown,21,may,159,1,-1,0,unknown,no
3442,33,services,married,secondary,no,790,yes,no,unknown,5,may,391,1,-1,0,unknown,no
3443,57,services,married,primary,no,3990,yes,no,unknown,15,may,309,2,-1,0,unknown,no
3444,50,retired,married,secondary,no,6998,yes,no,unknown,29,may,1196,1,-1,0,unknown,no
3445,46,blue-collar,single,secondary,no,2612,yes,no,unknown,14,may,414,2,-1,0,unknown,no
3446,30,blue-collar,divorced,secondary,no,-209,yes,no,unknown,6,may,188,2,-1,0,unknown,no
3447,35,admin.,married,secondary,no,1098,yes,yes,unknown,2,jun,143,2,-1,0,unknown,no
3448,37,admin.,married,secondary,no,-498,yes,yes,unknown,26,may,175,1,-1,0,unknown,no
3449,55,admin.,divorced,unknown,no,789,yes,no,unknown,13,may,434,2,-1,0,unknown,no
3450,25,management,single,tertiary,no,99,yes,yes,unknown,16,may,102,4,-1,0,unknown,no
3451,47,blue-collar,married,secondary,no,5306,yes,no,unknown,15,may,322,1,-1,0,unknown,no
3452,47,management,divorced,tertiary,no,10399,yes,no,unknown,15,may,59,2,-1,0,unknown,no
